value_1,value_2,value_3,value_4,value_5,value_6,img_name
0,2,1,0,1,0,0013_A2LEBJJDE00060O_1604566158514_4_LH.jpg
0,2,2,0,2,0,0013_A2LEBJJDE00060O_1604566158514_6_BH.jpg
0,2,1,0,2,1,0013_A2LEBJJDE00060O_1605242033357_3_TH.jpg
0,1,2,0,0,1,0013_A2LEBJJDE00060O_1605242033357_4_LH.jpg
1,0,3,0,2,1,0013_A2LEBJJDE00060O_1605242033357_5_RH.jpg
0,2,2,0,1,0,0013_A2LEBJJDE00060O_1605242344784_2_TH.jpg
0,3,1,0,1,0,0013_A2LEBJJDE00060O_1605242344784_4_LH.jpg
0,3,2,0,1,1,0013_A2LEBJJDE00060O_1605242344784_5_RH.jpg
0,2,1,0,1,0,0013_A2LEBJJDE00060O_1605242344784_6_BH.jpg
3,0,2,0,0,1,0013_A2LEBJJDE00060O_1605242382046_3_TH.jpg
3,0,2,0,2,2,0013_A2LEBJJDE00060O_1605242382046_4_LH.jpg
0,2,1,0,2,0,0013_A2LEBJJDE00060O_1605242408232_2_TH.jpg
0,3,1,0,0,0,0013_A2LEBJJDE00060O_1605242408232_6_BH.jpg
0,1,1,0,2,0,0013_A2LEBJJDE00060O_1605242422804_2_TH.jpg
0,2,0,0,0,1,0013_A2LEBJJDE00060O_1605242422804_3_TH.jpg
0,1,1,0,1,0,0013_A2LEBJJDE00060O_1605242422804_4_LH.jpg
0,1,2,0,0,1,0013_A2LEBJJDE00060O_1605242422804_5_RH.jpg
0,1,3,2,3,0,0013_A2LEBJJDE00060O_1605242422804_6_BH.jpg
0,3,2,2,2,3,0013_A2LEBJJDE00060O_1605242451450_2_TH.jpg
0,2,1,0,0,1,0013_A2LEBJJDE00060O_1605242451450_3_TH.jpg
0,2,2,0,1,0,0013_A2LEBJJDE00060O_1605242451450_4_LH.jpg
0,2,0,0,1,0,0013_A2LEBJJDE00060O_1605242451450_5_RH.jpg
0,2,1,0,1,0,0013_A2LEBJJDE00060O_1605242469180_2_TH.jpg
0,1,2,0,0,1,0013_A2LEBJJDE00060O_1605242469180_4_LH.jpg
0,2,2,0,0,2,0013_A2LEBJJDE00060O_1605242469180_5_RH.jpg
0,2,2,0,1,0,0013_A2LEBJJDE00060O_1605242469180_6_BH.jpg
0,2,2,0,0,0,0013_A2LEBJJDE00060O_1605242483496_4_LH.jpg
0,2,1,0,2,0,0013_A2LEBJJDE00060O_1605242483496_5_RH.jpg
0,0,2,0,0,1,0013_A2LEBJJDE00060O_1605242483496_6_BH.jpg
0,2,3,1,1,0,0013_A2LEBJJDE00060O_1605250993086_4_LH.jpg
0,2,2,0,0,2,0013_A2LEBJJDE00060O_1605534137037_4_LH.jpg
0,2,2,0,0,2,0013_A2LEBJJDE00060O_1605534137037_5_RH.jpg
0,2,2,2,0,2,0013_A2LEBJJDE00060O_1605534137037_6_BH.jpg
0,0,0,0,1,1,0013_A2LEBJJDE00060O_1605534156240_2_TH.jpg
0,1,0,0,2,1,0013_A2LEBJJDE00060O_1605534156240_6_BH.jpg
0,2,1,1,2,0,0013_A2LEBJJDE00060O_1605534176626_2_TH.jpg
0,2,2,0,3,1,0013_A2LEBJJDE00060O_1605534176626_3_TH.jpg
0,2,2,0,2,2,0013_A2LEBJJDE00060O_1605534176626_5_RH.jpg
0,2,2,0,0,2,0013_A2LEBJJDE00060O_1605534176626_6_BH.jpg
0,1,1,0,1,1,0013_A2LEBJJDE00060O_1605534189733_3_TH.jpg
0,1,1,0,0,0,0013_A2LEBJJDE00060O_1605534189733_6_BH.jpg
2,0,1,0,1,1,0013_A2LEBJJDE00060O_1605534203575_2_TH.jpg
2,0,1,0,0,1,0013_A2LEBJJDE00060O_1605534203575_5_RH.jpg
2,0,2,1,0,0,0013_A2LEBJJDE00060O_1605534203575_6_BH.jpg
0,2,1,0,0,2,0013_A2LEBJJDE00060O_1605534218448_2_TH.jpg
0,2,1,0,0,2,0013_A2LEBJJDE00060O_1605534218448_4_LH.jpg
0,1,1,0,1,1,0013_A2LEBJJDE00060O_1605534218448_5_RH.jpg
0,1,1,0,1,1,0013_A2LEBJJDE00060O_1605585800852_5_RH.jpg
0,2,0,1,0,2,0013_A2LEBJJDE00060O_1605839548962_2_TH.jpg
0,3,2,0,0,2,0013_A2LEBJJDE00060O_1605839548962_3_TH.jpg
0,2,2,0,0,2,0013_A2LEBJJDE00060O_1605839548962_4_LH.jpg
0,2,1,0,0,2,0013_A2LEBJJDE00060O_1605839548962_5_RH.jpg
0,3,2,0,1,0,0013_A2LEBJJDE00060O_1605839548962_6_BH.jpg
0,2,1,0,0,0,0013_A2LEBJJDE00060O_1605856090780_2_TH.jpg
0,2,1,0,0,0,0013_A2LEBJJDE00060O_1605856090780_3_TH.jpg
0,1,1,0,2,0,0013_A2LEBJJDE00060O_1605856090780_6_BH.jpg
0,2,3,0,0,0,0013_A2LEBJJDE00060O_1605943763600_2_TH.jpg
0,2,2,0,0,0,0013_A2LEBJJDE00060O_1605943763600_4_LH.jpg
0,2,3,0,0,1,0013_A2LEBJJDE00060O_1605943787774_5_RH.jpg
0,1,1,1,0,0,0013_A2LEBJJDE00060O_1605943787774_6_BH.jpg
0,0,2,0,0,1,0013_A2LEBJJDE00060O_1605949144786_4_LH.jpg
0,1,1,0,1,0,0013_A2LEBJJDE00060O_1605949144786_6_BH.jpg
0,2,0,0,2,0,0013_A2LEBJJDE00060O_1605949385518_3_TH.jpg
0,2,1,0,3,0,0013_A2LEBJJDE00060O_1605949385518_6_BH.jpg
0,2,3,0,2,0,0013_A2LEBJJDE00060O_1606386139601_6_BH.jpg
0,0,1,0,1,2,0013_A2LEBJJDE00060O_1606386153203_3_TH.jpg
0,1,0,0,0,2,0013_A2LEBJJDE00060O_1606386153203_5_RH.jpg
0,3,3,0,2,0,0013_A2LEBJJDE00060O_1606386172558_6_BH.jpg
0,2,0,0,3,0,0013_A2LEBJJDE00060O_1606386237060_2_TH.jpg
3,0,2,1,1,1,0013_A2LEBJJDE00060O_1606386248930_3_TH.jpg
0,1,3,0,0,2,0013_A2LEBJJDE00060O_1606386248930_4_LH.jpg
0,1,3,0,0,2,0013_A2LEBJJDE00060O_1606386248930_5_RH.jpg
0,1,1,0,0,2,0013_A2LEBJJDE00060O_1606386383334_5_RH.jpg
0,2,2,0,2,1,0013_A2LEBJJDE00060O_1606386412941_3_TH.jpg
0,0,1,0,1,2,0013_A2LEBJJDE00060O_1606386451791_2_TH.jpg
0,2,0,0,2,0,0013_A2LEBJJDE00060O_1606386474090_4_LH.jpg
0,2,1,0,2,1,0013_A2LEBJJDE00060O_1606386486884_2_TH.jpg
0,1,2,0,2,0,0013_A2LEBJJDE00060O_1606386486884_3_TH.jpg
0,2,0,0,3,0,0013_A2LEBJJDE00060O_1606386486884_5_RH.jpg
0,3,2,0,2,0,0013_A2LEBJJDE00060O_1606386513159_6_BH.jpg
0,1,1,0,3,0,0013_A2LEBJJDE00060O_1606550726665_4_LH.jpg
0,0,0,0,0,0,0013_A2LEBJJDE00060O_1606550825417_3_TH.jpg
0,3,1,0,3,1,0013_A2LEBJJDE00060O_1606550851385_6_BH.jpg
0,1,3,0,0,3,0013_A2LEBJJDE00060O_1606551051095_2_TH.jpg
0,3,2,0,3,1,0013_A2LEBJJDE00060O_1606551062717_3_TH.jpg
3,0,2,0,1,0,0131_A2LEBJJDE00166C_1604280975739_4_LH.jpg
2,0,2,0,1,0,0131_A2LEBJJDE00166C_1604280975739_5_RH.jpg
3,0,2,0,1,0,0131_A2LEBJJDE00166C_1604280975739_6_BH.jpg
1,0,3,0,1,0,0131_A2LEBJJDE00166C_1604282955299_5_RH.jpg
2,0,2,0,2,0,0131_A2LEBJJDE00166C_1604282955299_6_BH.jpg
0,2,2,0,0,1,0131_A2LEBJJDE00166C_1604303070980_2_TH.jpg
0,0,3,0,0,3,0131_A2LEBJJDE00166C_1604303070980_3_TH.jpg
0,2,2,0,1,0,0131_A2LEBJJDE00166C_1604303070980_4_LH.jpg
0,1,2,0,0,0,0131_A2LEBJJDE00166C_1604303070980_5_RH.jpg
2,0,3,0,2,0,0131_A2LEBJJDE00166C_1604303345508_2_TH.jpg
0,1,3,0,0,1,0131_A2LEBJJDE00166C_1604303345508_4_LH.jpg
0,2,2,0,1,1,0131_A2LEBJJDE00166C_1604303345508_5_RH.jpg
0,2,3,0,1,0,0131_A2LEBJJDE00166C_1604303345508_6_BH.jpg
2,0,2,0,1,0,0131_A2LEBJJDE00166C_1604559228005_2_TH.jpg
0,2,1,0,2,0,0131_A2LEBJJDE00166C_1604559346962_2_TH.jpg
0,2,3,2,1,1,0131_A2LEBJJDE00166C_1604622262612_2_TH.jpg
0,2,3,0,0,3,0131_A2LEBJJDE00166C_1604622262612_3_TH.jpg
0,2,1,0,2,0,0131_A2LEBJJDE00166C_1604622262612_5_RH.jpg
0,1,2,0,0,1,0131_A2LEBJJDE00166C_1604622262612_6_BH.jpg
0,2,3,0,1,1,0131_A2LEBJJDE00166C_1604625006764_3_TH.jpg
2,0,1,0,0,2,0131_A2LEBJJDE00166C_1604625006764_4_LH.jpg
0,1,2,1,0,1,0131_A2LEBJJDE00166C_1604625006764_5_RH.jpg
0,2,1,0,1,0,0131_A2LEBJJDE00166C_1604625006764_6_BH.jpg
0,2,2,0,1,0,0131_A2LEBJJDE00166C_1604625170250_2_TH.jpg
0,1,2,0,1,0,0131_A2LEBJJDE00166C_1604625170250_5_RH.jpg
0,0,1,1,0,0,0131_A2LEBJJDE00166C_1604625392887_2_TH.jpg
0,1,1,0,1,0,0131_A2LEBJJDE00166C_1604625392887_3_TH.jpg
0,1,1,0,1,1,0131_A2LEBJJDE00166C_1604625392887_4_LH.jpg
0,2,2,0,2,0,0131_A2LEBJJDE00166C_1604625392887_5_RH.jpg
0,1,1,0,0,0,0131_A2LEBJJDE00166C_1604625392887_6_BH.jpg
2,0,1,0,1,0,0131_A2LEBJJDE00166C_1604625614838_2_TH.jpg
0,1,2,0,2,0,0131_A2LEBJJDE00166C_1604625614838_4_LH.jpg
0,2,1,0,1,0,0131_A2LEBJJDE00166C_1604625614838_6_BH.jpg
0,2,1,0,0,0,0131_A2LEBJJDE00166C_1604625783601_2_TH.jpg
0,1,1,0,0,1,0131_A2LEBJJDE00166C_1604625783601_4_LH.jpg
0,1,1,0,0,0,0131_A2LEBJJDE00166C_1604625783601_5_RH.jpg
0,1,1,0,1,0,0131_A2LEBJJDE00166C_1604626034275_2_TH.jpg
0,1,0,0,0,0,0131_A2LEBJJDE00166C_1604626034275_3_TH.jpg
0,1,0,0,0,0,0131_A2LEBJJDE00166C_1604626034275_4_LH.jpg
0,1,1,0,0,0,0131_A2LEBJJDE00166C_1604626034275_5_RH.jpg
0,1,0,0,0,0,0131_A2LEBJJDE00166C_1604626034275_6_BH.jpg
0,1,1,0,1,2,0131_A2LEBJJDE00166C_1604626189114_3_TH.jpg
0,1,1,0,0,1,0131_A2LEBJJDE00166C_1604626189114_4_LH.jpg
0,1,1,0,0,0,0131_A2LEBJJDE00166C_1604626189114_5_RH.jpg
0,2,0,0,2,0,0131_A2LEBJJDE00166C_1604626406215_2_TH.jpg
0,1,1,0,2,0,0131_A2LEBJJDE00166C_1604626406215_3_TH.jpg
0,1,2,0,3,1,0131_A2LEBJJDE00166C_1604626406215_4_LH.jpg
0,2,1,0,1,0,0131_A2LEBJJDE00166C_1604626540546_2_TH.jpg
0,2,2,0,0,1,0131_A2LEBJJDE00166C_1604626540546_3_TH.jpg
0,1,3,0,0,2,0131_A2LEBJJDE00166C_1604626540546_4_LH.jpg
0,0,2,0,0,2,0131_A2LEBJJDE00166C_1604626708741_4_LH.jpg
0,1,2,0,0,1,0131_A2LEBJJDE00166C_1604626708741_6_BH.jpg
0,2,1,0,1,0,0131_A2LEBJJDE00166C_1604626851713_3_TH.jpg
0,1,1,0,1,1,0131_A2LEBJJDE00166C_1604626851713_4_LH.jpg
0,1,3,0,0,0,0131_A2LEBJJDE00166C_1604626851713_5_RH.jpg
0,1,1,0,1,0,0131_A2LEBJJDE00166C_1604626851713_6_BH.jpg
0,2,0,0,0,1,0131_A2LEBJJDE00166C_1604626992159_2_TH.jpg
0,3,1,0,1,0,0131_A2LEBJJDE00166C_1604626992159_3_TH.jpg
0,1,2,0,0,1,0131_A2LEBJJDE00166C_1604626992159_4_LH.jpg
0,1,1,0,0,1,0131_A2LEBJJDE00166C_1604626992159_5_RH.jpg
0,2,0,0,2,0,0131_A2LEBJJDE00166C_1604626992159_6_BH.jpg
0,2,1,0,1,0,0131_A2LEBJJDE00166C_1604627212613_2_TH.jpg
0,1,1,0,0,2,0131_A2LEBJJDE00166C_1604627212613_4_LH.jpg
0,1,1,0,0,2,0131_A2LEBJJDE00166C_1604627212613_5_RH.jpg
0,2,2,0,0,2,0131_A2LEBJJDE00166C_1604627506925_2_TH.jpg
0,2,2,0,0,1,0131_A2LEBJJDE00166C_1604627506925_3_TH.jpg
0,2,3,0,0,3,0131_A2LEBJJDE00166C_1604627506925_5_RH.jpg
2,0,3,0,0,1,0131_A2LEBJJDE00166C_1604627506925_6_BH.jpg
0,2,0,1,1,0,0131_A2LEBJJDE00166C_1604627632520_2_TH.jpg
0,0,1,0,0,2,0131_A2LEBJJDE00166C_1604627632520_3_TH.jpg
0,2,1,1,1,0,0131_A2LEBJJDE00166C_1604627632520_5_RH.jpg
0,1,2,0,1,0,0131_A2LEBJJDE00166C_1604627632520_6_BH.jpg
0,2,1,0,2,1,0131_A2LEBJJDE00166C_1604628058837_3_TH.jpg
0,1,1,0,2,0,0131_A2LEBJJDE00166C_1604628058837_4_LH.jpg
0,1,2,0,1,1,0131_A2LEBJJDE00166C_1604628058837_5_RH.jpg
0,1,1,0,0,0,0131_A2LEBJJDE00166C_1604628058837_6_BH.jpg
0,2,3,0,1,2,0131_A2LEBJJDE00166C_1604631147064_2_TH.jpg
0,2,3,0,1,1,0131_A2LEBJJDE00166C_1604631147064_5_RH.jpg
0,1,3,0,2,0,0131_A2LEBJJDE00166C_1604631147064_6_BH.jpg
0,2,2,0,2,0,0131_A2LEBJJDE00166C_1604631245712_2_TH.jpg
0,2,3,0,0,3,0131_A2LEBJJDE00166C_1604631245712_3_TH.jpg
0,2,2,0,0,0,0131_A2LEBJJDE00166C_1604637175642_2_TH.jpg
0,3,1,0,0,0,0131_A2LEBJJDE00166C_1604637175642_3_TH.jpg
0,2,2,0,0,0,0131_A2LEBJJDE00166C_1604637175642_4_LH.jpg
0,1,1,0,0,0,0131_A2LEBJJDE00166C_1604637175642_5_RH.jpg
0,1,0,0,1,0,0131_A2LEBJJDE00166C_1604637175642_6_BH.jpg
0,2,1,0,1,0,0131_A2LEBJJDE00166C_1604637187763_2_TH.jpg
0,2,1,0,0,1,0131_A2LEBJJDE00166C_1604637199091_2_TH.jpg
0,1,3,0,0,2,0131_A2LEBJJDE00166C_1604637199091_4_LH.jpg
0,1,1,0,0,2,0131_A2LEBJJDE00166C_1604637199091_5_RH.jpg
0,1,2,0,0,0,0131_A2LEBJJDE00166C_1604637199091_6_BH.jpg
0,3,0,0,1,0,0131_A2LEBJJDE00166C_1604637214216_2_TH.jpg
0,2,0,0,0,0,0131_A2LEBJJDE00166C_1604637214216_3_TH.jpg
0,2,1,0,2,0,0131_A2LEBJJDE00166C_1604637214216_5_RH.jpg
0,2,1,0,2,0,0131_A2LEBJJDE00166C_1604637226775_2_TH.jpg
0,2,0,0,1,0,0131_A2LEBJJDE00166C_1604637226775_3_TH.jpg
3,0,3,0,0,0,0131_A2LEBJJDE00166C_1604637226775_5_RH.jpg
0,1,1,0,0,0,0131_A2LEBJJDE00166C_1604637236889_3_TH.jpg
2,0,3,0,1,0,0131_A2LEBJJDE00166C_1604637236889_4_LH.jpg
2,0,1,0,0,0,0131_A2LEBJJDE00166C_1604637236889_6_BH.jpg
0,2,0,0,2,1,0131_A2LEBJJDE00166C_1604637247545_3_TH.jpg
0,2,2,0,0,0,0131_A2LEBJJDE00166C_1604637247545_5_RH.jpg
1,0,2,0,1,1,0131_A2LEBJJDE00166C_1604637257213_3_TH.jpg
2,0,2,0,0,2,0131_A2LEBJJDE00166C_1604637257213_4_LH.jpg
0,1,1,0,0,1,0131_A2LEBJJDE00166C_1604637257213_5_RH.jpg
0,1,2,0,0,1,0131_A2LEBJJDE00166C_1604637257213_6_BH.jpg
